Code Number,Summary
15820,"In this procedure, the provider surgically trims excess skin from below the lower eyelid, typically to improve the cosmetic appearance of the face."
15826,"Rhytidectomy of the forehead (also known as a 'brow lift') smoothes out the wrinkled skin of the forehead.  In this case, the goal is to reduce or remove ""frown lines"" located at the glabella."
15832,This code is used for removal of excessive skin and subcutaneous tissue of the thigh.
15836,This code is used for removal of excessive skin and subcutaneous tissue of the arm.
15838,This code is used for removal of excessive skin and subcutaneous tissue of the submental fat pad or double chin.
15839,The provider excises excessive skin and subcutaneous tissue of an area not specified in another CPT code.
15842,"The provider removes a removes a piece of muscle tissue from an area of the body like the back, chest, abdomen, or thigh, and attaches it to the face to restore a more normal appearance in a patient suffering from facial nerve paralysis. He uses a surgical microscope and small instruments to connect the tiny vessels in the grafted tissue to the vessels in its new location in the face."
15847,This procedure is the excision of excessive skin and subcutaneous tissue of the abdomen.
15851,A different provider than the one who originally sutures a wound removes the sutures in a patient who requires general anesthesia due to the painful nature of the suture removal or in a patient unable to cooperate with the procedure while awake.
15877,The provider performs suction–assisted lipectomy (liposuction) of the trunk regions to remove the fat deposits. 
15922,The provider removes a pressure ulcer of the tailbone area and removes a portion of underlying infected bone. He closes the wound with a skin flap to ensure complete healing and avoid recurrence.
15933,The provider removes a pressure sore and its underlying bone at the base of the spine. He sutures the site to heal the wound.
15937,The provider removes a pressure sore and its underlying bone in the sacral area. He prepares the wound for closure with the use of a graft of skin or skin and muscle.
15944,The provider removes a pressure sore in the hip area and closes the wound with a skin flap to ensure complete healing and avoid recurrence.
15950,The provider removes a pressure ulcer of the trochanter of the hip area and sutures the site to close the wound.
16000,The provider washes the first degree burn with plenty of cold water and wraps it in clean sterile gauze.
16020,This CPT code is for the dressing and/or debridement of a partial–thickness burn (either initially or subsequently). In this instance the burn is small (less than 5% of the total body surface area).
16036,The provider incises the eschar to release the underlying pressure and avoid restriction of blood supply. The provider usually performs this service for third degree burns. This code represents each additional incision after the first.
17000,"The provider destroys a premalignant lesion using techniques such as chemosurgery, cryosurgery, electrosurgery, or others. This code reports the destruction of the first or only lesion."
17003,"In this add–on procedure, the provider destroys a premalignant lesion using techniques such as chemosurgery, cryosurgery, electrosurgery, or others. This code is appropriate for the second through the 14th lesion destroyed in an encounter, with one unit representing a single lesion."
17102,No Summary found for this code
17110,"The provider destroys benign lesions using techniques such as chemosurgery, cryosurgery, electrosurgery, or others. This code reports the destruction of one to 14 lesions other than skin tags or cutaneous vascular proliferative lesions."
17201,No Summary found for this code
17260,"The provider destroys a malignant lesion on the trunk, arms, or legs using techniques such as chemosurgery, cryosurgery, electrosurgery, or others. The malignant lesion is 0.5 cm or less in diameter."
