facility_desc,site_address1,site_address2,site_city,site_zip,site_x_coordinate,site_y_coordinate,oshpd_id,license_type_desc,license_category_desc,license_number,facility_level_desc,er_service_level_desc,licensed_beds,facility_status_desc,financial_facility_count,consolidated_facility_desc_pipe,consolidated_facility_desc_comma,period_begin_date,period_end_date,net_pat_rev_medicare_traditional_ip,net_pat_rev_medicare_managed_ip,net_pat_rev_medi_cal_traditional_ip,net_pat_rev_medi_cal_managed_ip,net_pat_rev_county_indigent_traditional_ip,net_pat_rev_county_indigent_managed_ip,net_pat_rev_third_party_traditional_ip,net_pat_rev_third_party_managed_ip,net_pat_rev_other_indigent_ip,net_pat_rev_other_payer_ip,net_pat_rev_total_ip,net_pat_rev_medicare_traditional_op,net_pat_rev_medicare_managed_op,net_pat_rev_medi_cal_traditional_op,net_pat_rev_medi_cal_managed_op,net_pat_rev_county_indigent_traditional_op,net_pat_rev_county_indigent_managed_op,net_pat_rev_third_party_traditional_op,net_pat_rev_third_party_managed_op,net_pat_rev_other_indigent_op,net_pat_rev_other_payer_op,net_pat_rev_total_op,payer_mix_medicare_traditional_ip,payer_mix_medicare_traditional_ip_state,payer_mix_medicare_managed_ip,payer_mix_medicare_managed_ip_state,payer_mix_medi_cal_traditional_ip,payer_mix_medi_cal_traditional_ip_state,payer_mix_medi_cal_managed_ip,payer_mix_medi_cal_managed_ip_state,payer_mix_county_indigent_traditional_ip,payer_mix_county_indigent_traditional_ip_state,payer_mix_county_indigent_managed_ip,payer_mix_county_indigent_managed_ip_state,payer_mix_third_party_traditional_ip,payer_mix_third_party_traditional_ip_state,payer_mix_third_party_managed_ip,payer_mix_third_party_managed_ip_state,payer_mix_other_indigent_ip,payer_mix_other_indigent_ip_state,payer_mix_other_payer_ip,payer_mix_other_payer_ip_state,payer_mix_medicare_traditional_op,payer_mix_medicare_traditional_op_state,payer_mix_medicare_managed_op,payer_mix_medicare_managed_op_state,payer_mix_medi_cal_traditional_op,payer_mix_medi_cal_traditional_op_state,payer_mix_medi_cal_managed_op,payer_mix_medi_cal_managed_op_state,payer_mix_county_indigent_traditional_op,payer_mix_county_indigent_traditional_op_state,payer_mix_county_indigent_managed_op,payer_mix_county_indigent_managed_op_state,payer_mix_third_party_traditional_op,payer_mix_third_party_traditional_op_state,payer_mix_third_party_managed_op,payer_mix_third_party_managed_op_state,payer_mix_other_indigent_op,payer_mix_other_indigent_op_state,payer_mix_other_payer_op,payer_mix_other_payer_op_state,avg_stay_medicare_traditional,avg_stay_medicare_managed,avg_stay_medi_cal_traditional,avg_stay_medi_cal_managed,avg_stay_county_indigent_traditional,avg_stay_county_indigent_managed,avg_stay_third_party_traditional,avg_stay_third_party_managed,avg_stay_other_indigent_total,avg_stay_other_payer_total,avg_stay_total,active_projects,active_project_costs,active_projects_state,active_project_costs_state,spc_1,spc_2,spc_3,spc_4,spc_5,spc_1_state,spc_2_state,spc_3_state,spc_4_state,spc_5_state,sysdate
EMANUEL MEDICAL CENTER,825 DELBON AVENUE,,TURLOCK,95382,-120.83966,37.51052,106500867,Hospital,General Acute Care Hospital,30000035,Parent Facility,Basic,209,Open,1,EMANUEL MEDICAL CENTER,EMANUEL MEDICAL CENTER,1/1/2019,12/31/2019,27099928,8402655,10042525,18291096,0,0,2144741,38122508,0,1340759,105444212,31813825,8647975,8245869,32196995,80,0,5346364,78541517,0,7034103,171826728,0.340387614,0.2477,0.09913121,0.1502,0.086767654,0.1187,0.298284696,0.192,0,0.0068,0,0.0002,0.013031856,0.0345,0.147917131,0.2291,0.004678102,0.0048,0.009801738,0.016,0.187528348,0.2401,0.058595259,0.0777,0.065718078,0.076,0.422304164,0.2407,0.000176391,0.009,0,0.0019,0.016547113,0.0505,0.210375124,0.265,0.007559595,0.0074,0.031195928,0.0317,4.5795,4.5685,4.3235,3.3887,0,0,4.0427,3.0053,2.619,3.7614,3.944,4,238865,5417,9852285352,0,8,0,5,7,115,654,377,783,1193,
CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,,MODESTO,95354,-120.990601,37.64342,106500954,Hospital,General Acute Care Hospital,30000464,Parent Facility,Not Specified,96,Open,1,CENTRAL VALLEY SPECIALTY HOSPITAL,CENTRAL VALLEY SPECIALTY HOSPITAL,1/1/2019,12/31/2019,16066858,0,3446621,0,0,0,24659373,0,0,0,44172852,0,0,0,0,0,0,0,0,0,0,0,0.498652291,0.2477,0,0.1502,0.061994609,0.1187,0,0.192,0,0.0068,0,0.0002,0.4393531,0.0345,0,0.2291,0,0.0048,0,0.016,0,0.2401,0,0.0777,0,0.076,0,0.2407,0,0.009,0,0.0019,0,0.0505,0,0.265,0,0.0074,0,0.0317,24.4703,0,41.3043,0,0,0,41.5552,0,0,0,33.0202,6,1002500,5417,9852285352,1,1,0,1,0,115,654,377,783,1193,
MEMORIAL MEDICAL CENTER - MODESTO,1700 COFFEE ROAD,,MODESTO,95355,-120.973381,37.66868,106500939,Hospital,General Acute Care Hospital,30000061,Parent Facility,Basic,419,Open,1,MEMORIAL MEDICAL CENTER - MODESTO,MEMORIAL MEDICAL CENTER - MODESTO,1/1/2019,12/31/2019,120939214,29004139,13772924,64824757,0,0,19246210,135218544,0,1028728,384034515,50454285,17196044,4198040,42543773,0,0,12661960,137094063,0,1123766,265271932,0.348256493,0.2477,0.160892053,0.1502,0.051776876,0.1187,0.203214504,0.192,0,0.0068,0,0.0002,0.02480396,0.0345,0.201379234,0.2291,0.007396697,0.0048,0.002280185,0.016,0.240096278,0.2401,0.098970622,0.0777,0.049318822,0.076,0.327812238,0.2407,0,0.009,0,0.0019,0.030253444,0.0505,0.220488622,0.265,0.026229165,0.0074,0.006830809,0.0317,5.0487,4.8998,5.4866,4.1732,0,0,4.4395,3.4565,4.0301,4.1707,4.5242,12,7102654,5417,9852285352,0,2,0,18,4,115,654,377,783,1193,
ST. ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,,RED BLUFF,96080,-122.21887,40.1495,106521041,Hospital,General Acute Care Hospital,230000036,Parent Facility,Basic,76,Open,1,ST. ELIZABETH COMMUNITY HOSPITAL,ST. ELIZABETH COMMUNITY HOSPITAL,7/1/2018,6/30/2019,18709665,527820,4782617,5437375,0,0,952341,12078986,0,932305,43421110,19192810,508409,12665988,13394858,0,0,4866501,36909101,0,1017202,88554868,0.400484131,0.2477,0.016137708,0.1502,0.101667563,0.1187,0.282140936,0.192,0,0.0068,0,0.0002,0.015330823,0.0345,0.174287251,0.2291,0.002420656,0.0048,0.007530931,0.016,0.331667402,0.2401,0.006495678,0.0777,0.129283391,0.076,0.252066256,0.2407,0,0.009,0,0.0019,0.062101594,0.0505,0.189179363,0.265,0.006849547,0.0074,0.022356768,0.0317,3.6622,3.85,1.8651,2.1716,0,0,2.5088,1.8735,2.6667,2.8571,2.724,13,5009997,5417,9852285352,0,0,0,6,1,115,654,377,783,1193,
TRINITY HOSPITAL,60  EASTER AVENUE,,WEAVERVILLE,96093,-122.94037,40.73784,106531059,Hospital,General Acute Care Hospital,230000038,Parent Facility,Standby,48,Open,1,TRINITY HOSPITAL,TRINITY HOSPITAL,1/1/2019,12/31/2019,5827388,0,250115,2335306,0,0,5234,0,0,55709,8473752,3354957,0,1281312,3084739,0,0,4404778,0,0,393980,12519766,0.707865169,0.2477,0,0.1502,0.02247191,0.1187,0.146067416,0.192,0,0.0068,0,0.0002,0.104868914,0.0345,0,0.2291,0,0.0048,0.018726592,0.016,0.361044297,0.2401,0,0.0777,0.036079375,0.076,0.316546402,0.2407,0,0.009,0,0.0019,0.236620565,0.0505,0,0.265,0,0.0074,0.049709361,0.0317,10.2646,0,2.5,106.3846,0,0,5.6429,0,0,92.8,25.191,3,1030000,5417,9852285352,2,3,0,1,0,115,654,377,783,1193,
KAWEAH DELTA SKILLED NURSING CENTER,1633 SOUTH COURT STREET,,VISALIA,93277,-119.29218,36.31614,106540827,Hospital,General Acute Care Hospital,120000580,Distinct Part Facility,Not Specified,54,Open,4,KAWEAH HEALTH MEDICAL CENTER|KAWEAH DELTA SKILLED NURSING CENTER|KAWEAH HEALTH MENTAL HEALTH HOSPITAL|KAWEAH HEALTH REHABILITATION HOSPITAL,"KAWEAH HEALTH MEDICAL CENTER, KAWEAH DELTA SKILLED NURSING CENTER, KAWEAH HEALTH MENTAL HEALTH HOSPITAL, KAWEAH HEALTH REHABILITATION HOSPITAL",7/1/2019,6/30/2020,166073842,45531006,54447465,47947209,169149,0,9520330,60994527,0,993605,385677133,50119837,31300273,17857504,56817528,1384,0,3353716,89720559,0,2982168,252152969,0.301412935,0.247,0.094606965,0.1053,0.138905473,0.1571,0.252338308,0.2192,0.006527363,0.0136,0,0.0005,0.011064677,0.0484,0.178109453,0.1883,0.007402985,0.0066,0.009631841,0.014,0.194846932,0.2469,0.06639378,0.07,0.079565676,0.0883,0.215950717,0.2495,4.75E-05,0.0165,0,0.0044,0.017583281,0.0533,0.228618875,0.2328,0.033334994,0.0104,0.163658201,0.028,6.9871,5.8389,8.2633,4.1069,5.1402,0,9.7446,4.0275,4.2634,4.219,5.7735,2,530000,5417,9852285352,,,,,,115,654,377,783,1193,
SIERRA VIEW MEDICAL CENTER,465 WEST PUTNAM AVENUE,,PORTERVILLE,93257,-119.02727,36.06948,106540798,Hospital,General Acute Care Hospital,120000584,Parent Facility,Basic,167,Open,1,SIERRA VIEW MEDICAL CENTER,SIERRA VIEW MEDICAL CENTER,7/1/2019,6/30/2020,22750697,3041844,13030478,15479378,0,0,4152461,10001382,2826,781610,69240676,11201800,3849260,3156615,24162856,0,0,5310024,28418683,276714,2090714,78466666,0.316523786,0.247,0.06841486,0.1053,0.126239704,0.1571,0.342242394,0.2192,0,0.0136,0,0.0005,0.014960498,0.0484,0.12119684,0.1883,0.00336191,0.0066,0.00706001,0.014,0.278710291,0.2469,0.082069981,0.07,0.046920724,0.0883,0.303805579,0.2495,0,0.0165,0,0.0044,0.023007867,0.0533,0.237569608,0.2328,0.005152494,0.0104,0.022763454,0.028,5.0765,4.6216,17.3302,3.1243,0,0,6.9213,3.1345,2.25,2.619,5.6895,4,2827028,5417,9852285352,0,1,1,5,6,115,654,377,783,1193,
ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,,TULARE,93274,-119.338534,36.221017,106540816,Hospital,General Acute Care Hospital,120000585,Parent Facility,Basic,108,Open,1,ADVENTIST HEALTH TULARE,ADVENTIST HEALTH TULARE,3/15/2019,12/31/2019,3148207,34230,4889455,17982919,0,0,842987,6319710,0,268880,33486388,1502647,191101,563512,2093518,0,0,82357,1195723,0,6382,5635240,0.307692308,0.2477,0.017948718,0.1502,0.075641026,0.1187,0.320512821,0.192,0,0.0068,0,0.0002,0.030769231,0.0345,0.092307692,0.2291,0,0.0048,0.155128205,0.016,0.303408108,0.2401,0.0343996,0.0777,0.05096237,0.076,0.375301452,0.2407,0,0.009,0,0.0019,0.056377122,0.0505,0.160121946,0.265,0,0.0074,0.019429403,0.0317,3.0667,3.1429,3.0847,3.036,0,0,3.0833,3.0694,0,3.0661,3.0603,7,37191028,5417,9852285352,0,3,0,5,1,115,654,377,783,1193,
ADVENTIST HEALTH SONORA - FAIRVIEW,179 FAIRVIEW LANE,,SONORA,95370,-120.39093,37.97856,106552209,Hospital,General Acute Care Hospital,30000094,Consolidated Facility,Not Specified,12,Open,3,ADVENTIST HEALTH SONORA - GREENLEY|ADVENTIST HEALTH SONORA - D/P SNF (UNIT 6 AND 7)|ADVENTIST HEALTH SONORA - FAIRVIEW,"ADVENTIST HEALTH SONORA - GREENLEY, ADVENTIST HEALTH SONORA - D/P SNF (UNIT 6 AND 7), ADVENTIST HEALTH SONORA - FAIRVIEW",1/1/2019,12/31/2019,41889258,1745081,14946046,11469640,0,0,1809248,20826032,0,290579,92975884,67999755,2610691,8596635,21266175,0,0,12151433,63674680,0,714843,177014212,0.499771898,0.2477,0.031934307,0.1502,0.070939781,0.1187,0.19479927,0.192,0,0.0068,0,0.0002,0.027144161,0.0345,0.169708029,0.2291,0,0.0048,0.005702555,0.016,0.496447058,0.2401,0.019688487,0.0777,0.033456577,0.076,0.14193927,0.2407,0,0.009,0,0.0019,0.034212472,0.0505,0.253527706,0.265,0,0.0074,0.020728429,0.0317,3.4779,3.4857,79.1929,3.6241,0,0,4.3445,3.4785,0,3.48,8.9015,,,5417,9852285352,0,1,0,0,0,115,654,377,783,1193,
COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,147 N. BRENT STREET,,VENTURA,93003,-119.258124,34.274589,106560473,Hospital,General Acute Care Hospital,50000026,Parent Facility,Basic,250,Open,1,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,1/1/2019,12/31/2019,56795324,33585246,21849004,14138406,0,291851,12139610,83186319,1,5044946,227030707,44167214,28547160,16757529,18721555,0,12422,4831835,114270641,0,1793280,229101636,0.238752518,0.2477,0.194881743,0.1502,0.051555622,0.1187,0.162053272,0.192,0,0.0068,0.00014922,0.0002,0.023949862,0.0345,0.32276356,0.2291,0.001268373,0.0048,0.00462583,0.016,0.220644535,0.2401,0.097452114,0.0777,0.055537226,0.076,0.278792104,0.2407,0,0.009,2.28E-05,0.0019,0.011951968,0.0505,0.322412638,0.265,0.002373794,0.0074,0.010812796,0.0317,4.4144,3.5685,3.903,5.0479,0,10.5,3.4798,3.476,4.5882,4.5484,4.0023,8,90718630,5417,9852285352,4,0,0,7,9,115,654,377,783,1193,
VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVE,,VENTURA,93003,-119.25384,34.27693,106560481,Hospital,General Acute Care Hospital,50000032,Parent Facility,Basic,223,Open,2,VENTURA COUNTY MEDICAL CENTER|VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,"VENTURA COUNTY MEDICAL CENTER, VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL",7/1/2019,6/30/2020,31084139,8339302,57779068,69856227,0,0,7784585,14373941,0,107286,189324548,17072299,3038897,12997903,62575559,0,0,5114978,14036294,0,45865,114881795,0.157813911,0.247,0.034778681,0.1053,0.297741644,0.1571,0.316260163,0.2192,0,0.0136,0,0.0005,0.020234869,0.0484,0.142999097,0.1883,0.027190605,0.0066,0.00298103,0.014,0.156632139,0.2469,0.019920522,0.07,0.106235481,0.0883,0.3777083,0.2495,0,0.0165,0,0.0044,0.032711441,0.0533,0.196122547,0.2328,0,0.0104,0.110669569,0.028,4.6651,3.7013,5.1104,3.1183,0,0,3.5089,3.5509,4.485,4.5152,4.0869,11,5971282,5417,9852285352,5,1,0,4,4,115,654,377,783,1193,
LOS ROBLES HOSPITAL & MEDICAL CENTER,215 WEST JANSS ROAD,,THOUSAND OAKS,91360,-118.882411,34.20762,106560492,Hospital,General Acute Care Hospital,50000039,Parent Facility,Basic,325,Open,2,LOS ROBLES HOSPITAL & MEDICAL CENTER|LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,"LOS ROBLES HOSPITAL & MEDICAL CENTER, LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS",1/1/2019,12/31/2019,149586501,23157304,3671543,20296890,0,0,24195756,168277758,2752297,630655,392568704,12563650,7301817,610794,10702352,0,0,7062465,106237547,330349,479305,145288279,0.456969769,0.2477,0.080774485,0.1502,0.030349825,0.1187,0.079170874,0.192,0,0.0068,0,0.0002,0.031300113,0.0345,0.308724832,0.2291,0.004573261,0.0048,0.008136841,0.016,0.346214584,0.2401,0.058476544,0.0777,0.017064561,0.076,0.119396191,0.2407,0,0.009,0,0.0019,0.044143056,0.0505,0.378346493,0.265,0.004756154,0.0074,0.031602415,0.0317,5.7343,5.7243,8.1135,5.2018,0,0,3.9374,3.7241,5.7403,3.6204,5.0695,14,64461529,5417,9852285352,0,2,2,1,5,115,654,377,783,1193,
OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HIGHWAY,,OJAI,93023,-119.26311,34.44221,106560501,Hospital,General Acute Care Hospital,50000045,Parent Facility,Standby,25,Open,2,OJAI VALLEY COMMUNITY HOSPITAL|OJAI VALLEY COMMUNITY SKILLED NURSING FACILITY,"OJAI VALLEY COMMUNITY HOSPITAL, OJAI VALLEY COMMUNITY SKILLED NURSING FACILITY",1/1/2019,12/31/2019,7977844,1303002,389511,2974641,0,0,102410,1570060,0,44325,14361793,4895590,1026781,568943,1534116,0,0,301155,6161668,0,296055,14784308,0.577981651,0.2477,0.141284404,0.1502,0.014678899,0.1187,0.159633028,0.192,0,0.0068,0,0.0002,0.011009174,0.0345,0.082568807,0.2291,0.003669725,0.0048,0.009174312,0.016,0.297666611,0.2401,0.104918583,0.0777,0.042168877,0.076,0.213362431,0.2407,0,0.009,0,0.0019,0.015007554,0.0505,0.288803089,0.265,0.011045828,0.0074,0.027027027,0.0317,9.9714,27.3247,106.5,174.023,0,0,7,51.5111,12.5,6.2,43.4,1,112000,5417,9852285352,0,1,0,2,0,115,654,377,783,1193,
ST. JOHN'S REGIONAL MEDICAL CENTER,1600 NORTH ROSE AVENUE,,OXNARD,93030,-119.15819,34.21687,106560529,Hospital,General Acute Care Hospital,50000064,Parent Facility,Basic,269,Open,1,ST. JOHN'S REGIONAL MEDICAL CENTER,ST. JOHN'S REGIONAL MEDICAL CENTER,7/1/2018,6/30/2019,70035220,21855851,20676887,29613283,0,0,8347964,64700179,0,317390,215546775,36034233,8100301,6010467,28739843,0,0,8800399,57468866,0,1657207,146811315,0.382113084,0.2477,0.137368612,0.1502,0.087803552,0.1187,0.184487133,0.192,0,0.0068,0,0.0002,0.03280174,0.0345,0.16083726,0.2291,0.001540413,0.0048,0.013048206,0.016,0.336108841,0.2401,0.072435573,0.0777,0.046074731,0.076,0.254172989,0.2407,0,0.009,0,0.0019,0.063888565,0.0505,0.189441397,0.265,0.008741554,0.0074,0.02913635,0.0317,5.3562,4.942,5.6594,4.25,0,0,4.0912,4.0513,6,4.4514,4.8596,16,27610952,5417,9852285352,0,0,3,3,5,115,654,377,783,1193,
VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,825 NORTH 10TH STREET,,SANTA PAULA,93060,-119.06505,34.36548,106560521,Hospital,General Acute Care Hospital,50000032,Consolidated Facility,Basic,49,Open,2,VENTURA COUNTY MEDICAL CENTER|VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,"VENTURA COUNTY MEDICAL CENTER, VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL",7/1/2019,6/30/2020,31084139,8339302,57779068,69856227,0,0,7784585,14373941,0,107286,189324548,17072299,3038897,12997903,62575559,0,0,5114978,14036294,0,45865,114881795,0.157813911,0.247,0.034778681,0.1053,0.297741644,0.1571,0.316260163,0.2192,0,0.0136,0,0.0005,0.020234869,0.0484,0.142999097,0.1883,0.027190605,0.0066,0.00298103,0.014,0.156632139,0.2469,0.019920522,0.07,0.106235481,0.0883,0.3777083,0.2495,0,0.0165,0,0.0044,0.032711441,0.0533,0.196122547,0.2328,0,0.0104,0.110669569,0.028,4.6651,3.7013,5.1104,3.1183,0,0,3.5089,3.5509,4.485,4.5152,4.0869,1,80000,5417,9852285352,0,2,0,1,3,115,654,377,783,1193,
ADVENTIST HEALTH SIMI VALLEY,2975 SYCAMORE DRIVE,,SIMI VALLEY,93065,-118.74394,34.28973,106560525,Hospital,General Acute Care Hospital,50000216,Parent Facility,Basic,144,Open,1,ADVENTIST HEALTH SIMI VALLEY,ADVENTIST HEALTH SIMI VALLEY,1/1/2019,12/31/2019,33080198,11284259,3375982,9854893,0,0,1301103,42092960,0,484550,101473944,6214727,4496552,2835406,8810910,0,0,3250903,38108354,0,212531,63929384,0.430974633,0.2477,0.151535381,0.1502,0.033511348,0.1187,0.129105474,0.192,0,0.0068,0,0.0002,0.010947931,0.0345,0.229639519,0.2291,0,0.0048,0.014285714,0.016,0.227253849,0.2401,0.113952265,0.0777,0.042834201,0.076,0.209007088,0.2407,0,0.009,0,0.0019,0.019008196,0.0505,0.350980175,0.265,0,0.0074,0.036964226,0.0317,3.9318,3.9304,3.9243,3.9297,0,0,3.9268,3.9308,0,3.9346,3.9308,4,88033,5417,9852285352,0,1,1,1,4,115,654,377,783,1193,
WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,,WOODLAND,95695,-121.7933,38.66284,106571086,Hospital,General Acute Care Hospital,30000115,Parent Facility,Basic,105,Open,1,WOODLAND MEMORIAL HOSPITAL,WOODLAND MEMORIAL HOSPITAL,7/1/2018,6/30/2019,17508467,11376316,7931677,14390713,0,0,2240631,33594542,0,551517,87593863,14733007,11704726,2967346,27794633,0,0,2493711,54298217,0,967336,114958976,0.223236837,0.2477,0.070720808,0.1502,0.136778706,0.1187,0.257042938,0.192,0,0.0068,0,0.0002,0.01690305,0.0345,0.278026035,0.2291,0.003497183,0.0048,0.013794443,0.016,0.306663993,0.2401,0.121206804,0.0777,0.029718936,0.076,0.244343627,0.2407,0,0.009,0,0.0019,0.024839583,0.0505,0.246382261,0.265,0.010009358,0.0074,0.016835439,0.0317,4.2742,9.4258,6.1307,2.3439,0,0,2.6207,4.2264,4.2778,4.1831,4.3538,13,16068279,5417,9852285352,0,4,0,2,0,115,654,377,783,1193,
ADVENTIST HEALTH AND RIDEOUT,726 FOURTH ST,,MARYSVILLE,95901,-121.593602,39.138805,106580996,Hospital,General Acute Care Hospital,230000126,Parent Facility,Basic,221,Open,1,ADVENTIST HEALTH AND RIDEOUT,ADVENTIST HEALTH AND RIDEOUT,7/1/2019,12/31/2019,32101945,1626128,16291631,31405672,0,0,11997081,27692644,0,138982,121254083,26393375,497271,6445016,24229026,0,0,15620163,28412447,0,74387,101671685,0.559234609,0.2477,0.02063228,0.1502,0.081031614,0.1187,0.208485857,0.192,0,0.0068,0,0.0002,0.055906822,0.0345,0.063394343,0.2291,0,0.0048,0.011314476,0.016,0.327205904,0.2401,0.005597134,0.0777,0.093223636,0.076,0.26797731,0.2407,0,0.009,0,0.0019,0.16960942,0.0505,0.102827017,0.265,0,0.0074,0.03355958,0.0317,4.7019,4.7177,4.7064,4.7047,0,0,4.7083,4.6982,0,4.6765,4.703,12,9571431,5417,9852285352,2,2,0,5,1,115,654,377,783,1193,
ALAMEDA HOSPITAL,2070 CLINTON AVE,,ALAMEDA,94501,-122.253991,37.76266,106010735,Hospital,General Acute Care Hospital,140000002,Parent Facility,Basic,101,Open,3,ALAMEDA HOSPITAL|ALAMEDA HOSPITAL-SOUTH SHORE CONVALESCENT HOSPITAL|PARK BRIDGE REHABILITATION AND WELLNESS CENTER,"ALAMEDA HOSPITAL, ALAMEDA HOSPITAL-SOUTH SHORE CONVALESCENT HOSPITAL, PARK BRIDGE REHABILITATION AND WELLNESS CENTER",7/1/2019,6/30/2020,19054562,3940520,112120821,26866070,0,2798159,444758,13400218,0,2634005,181259113,5702228,1183041,4182208,24702147,0,3596929,435134,19283449,0,1752741,60837877,0.494820442,0.247,0.073895028,0.1053,0.137085635,0.1571,0.19198895,0.2192,0,0.0136,0.012085635,0.0005,0.008287293,0.0484,0.058356354,0.1883,0.000345304,0.0066,0.023135359,0.014,0.318001075,0.2469,0.061552929,0.07,0.039709833,0.0883,0.30236432,0.2495,0,0.0165,0.024073079,0.0044,0.021869962,0.0533,0.181085438,0.2328,0.000107469,0.0104,0.051235895,0.028,5.5743,17.2944,141.4836,6.6601,0,10.1429,23.2083,9.8876,21,40.597,26.5487,11,10097250,5417,9852285352,2,1,3,1,1,115,654,377,783,1193,
ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,2450 ASHBY AVENUE,,BERKELEY,94705,-122.25743,37.85645,106010739,Hospital,General Acute Care Hospital,140000004,Parent Facility,Basic,339,Open,2,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS|ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,"ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS, ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS",1/1/2019,12/31/2019,58995294,19310778,46655179,62863665,0,0,35759052,155627009,0,1061858,380272835,37676718,18228760,8406508,40478380,555,0,28317651,140085484,0,1331545,274525601,0.222660099,0.2477,0.068543279,0.1502,0.154468684,0.1187,0.229838142,0.192,0,0.0068,0,0.0002,0.039268121,0.0345,0.274173118,0.2291,0.008655876,0.0048,0.002392681,0.016,0.333553865,0.2401,0.091079502,0.0777,0.038014114,0.076,0.173769618,0.2407,4.59E-05,0.009,0,0.0019,0.027832911,0.0505,0.307237108,0.265,0.018552211,0.0074,0.009914728,0.0317,5.3644,4.9733,4.6169,3.5891,0,0,13.7186,5.0475,2.3089,3.3235,5.0239,6,6312374,5417,9852285352,0,5,0,2,0,115,654,377,783,1193,
UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,747 52ND STREET,,OAKLAND,94609,-122.26747,37.83722,106010776,Hospital,General Acute Care Hospital,140000015,Parent Facility,Basic,215,Open,1,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,7/1/2018,6/30/2019,749162,0,170861012,51004416,0,0,3330823,107380891,0,513449,333839753,3015786,0,60670630,79546273,0,0,1433307,105750829,0,2673907,253090732,0.002612103,0.2477,0,0.1502,0.55746626,0.1187,0.18295603,0.192,0,0.0068,0,0.0002,0.013060514,0.0345,0.239333914,0.2291,0.002067915,0.0048,0.002503265,0.016,0.015171064,0.2401,0,0.0777,0.237022087,0.076,0.445598935,0.2407,0,0.009,0,0.0019,0.00587267,0.0505,0.28226025,0.265,0.005504617,0.0074,0.008570377,0.0317,5.4583,0,4.5966,6.066,0,0,4.8583,5.0509,6.2632,6.3913,4.9878,26,59910689,5417,9852285352,2,0,5,0,4,115,654,377,783,1193,
SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,,SAN LEANDRO,94578,-122.14067,37.71364,106013619,Hospital,General Acute Care Hospital,140000046,Consolidated Facility,Basic,91,Open,1,SAN LEANDRO HOSPITAL,SAN LEANDRO HOSPITAL,7/1/2019,8/18/2019,1431077,614793,1364456,4519135,0,290912,0,1013890,0,226488,9460752,811066,186392,900376,5126679,0,380115,40435,1177420,-1,949800,9572281,0.406557377,0.2477,0.062295082,0.1502,0.114754098,0.1187,0.295081967,0.192,0,0.0068,0.016393443,0.0002,0,0.0345,0.075409836,0.2291,0.003278689,0.0048,0.026229508,0.016,0.293624942,0.2401,0.023033969,0.0777,0.064913913,0.076,0.399488134,0.2407,0,0.009,0.022568637,0.0019,0.014192648,0.0505,0.087017217,0.265,0.002093997,0.0074,0.093066543,0.0317,4.2903,4.2632,4.2857,4.2889,0,4.4,0,4.2609,2,4.375,4.282,3,17617852,5417,9852285352,0,0,1,0,1,115,654,377,783,1193,
